jobName,city,company,salary,workMode,degree,experience,jobCategory,companyName,companyField,companyDevelopmentStage,companySize,companyURL,jobAdvantage,jobDescription
Java开发工程师,上海,东方财富研发中心招聘,15k-20k,全职,本科及以上,经验3-5年,软件开发;Java;,东方财富信息股份有限公司,金融,上市公司,2000人以上,http://www.eastmoney.com/,"五险一金,年底双薪,绩效奖金",职位描述：&&1、 负责需求、设计等文档的编制；&&2、 根据用户需求设计系统架构；&&3、 指导程序人员开发；&&4、 按照公司要求提交相应报告报表等；&&5、 完成领导交办的其他任务。&&任职条件：&&1、5年以上JAVA B/S项目开发经验，本科以上学历；&&2、熟悉SSH框架和J2EE规范的开发；&&3、熟悉oracle、sqlserver、mysql数据库使用；&&4、具有数据库建模设计、软件系统详细设计能力；&&5、扎实的Java语言功底，良好的编程习惯，熟练使用Eclipse等开发工具；&&6、有小贷系统经验者优先；&&7、熟悉以下领域开发者优先：工作流、评分卡/决策引擎。&&
java,上海,亿通国际技术研发中心招聘,11k-20k,全职,本科及以上,经验3-5年,j2ee;Java;,上海亿通国际股份有限公司,"电子商务,数据服务",不需要融资,150-500人,http://www.easipass.com,"发展前景好,福利完善,办公环境美",岗位职责：&&1、配合项目经理完成项目需求分析；&&2、参与项目的架构设计、详细设计、编码和单元测试，并完成相关文档的撰写；&&3、配合完成详细设计评审、UI评审、代码审阅；&&4、进行软件开发新技术的研究。&&任职要求：&&1、计算机相关专业，本科及以上学历；&&2、熟练掌握Java语言，具有良好的编程习惯；熟悉主流J2EE开源框架（如Struts、Hibernate、Spring等）的原理和使用方法；&&3、了解JSP、Servlet、HTML、HTML5、JavaScript、CSS技术，了解JSON的解析和使用；&&4、了解J2EE应用服务器（如WebLogic、WebSphere、Tomcat等）的部署和配置方法；&&5、了解主流UNIX操作系统（如Linux、HPUX、AIX等）的特性以及基本操作；&&6、熟悉Rational Rose/MS Visio等建模工具，会使用CVS/SVN/PVCS等配置管理软件。&&
JAVA后端开发,北京,拉勾网招聘业务部招聘,15k-25k,全职,本科及以上,经验3-5年,中级;后端;软件开发;php;Java;CRM;,北京拉勾网络技术有限公司,"企业服务,招聘",D轮及以上,"东方弘道(C轮,天使轮)，真格基金(天使轮)，贝塔斯曼(A轮)，启明创投，贝塔斯曼(B轮)，前程无忧(D轮及以上)",http://www.lagou.com,美味果盘、运动健身,综合素质：&&充满好奇心，享受coding，学习能力强，有代码洁癖&&技术全面，对技术有热情，关注技术发展方向&&极强的责任心，追求完美的习惯，刨根问底的精神&&负责内部权限系统、CRM、管理后台的框架设计也功能后端开发和维护。&&技能要求：&&具有扎实的Java基础，逻辑思维缜密；&&熟练使用RPC框架（Dubbo）；&&熟练使用mysql数据库；&&熟练使用Mybatis，SpringMVC，Redis等框架。&&
java研发,上海,泛微招聘,12k-15k,全职,本科及以上,经验3-5年,Java;,上海泛微网络科技股份有限公司,"移动互联网,企业服务",上市公司,2000人以上,http://www.weaver.com.cn,员工旅游、工作日美味三餐、舒心的工作氛围,"1、负责所属模块的功能规划、需求分析设计、技术实现和用户体验，&&2、负责所属模块的代码开发、调试与维护工作；&&3、积极响应客户需求并进行开发和交付；&&4、参与公司产品的架构优化，性能优化并辅助其他模块进行技术实现；&&5、协助并完成其他各类技术开发任务。&&岗位要求：&&1、计算机或者相关专业，统招全日制本科及以上学历。&&2、良好的问题理解能力，能够理解以及处理复杂逻辑。&&3、具备较强的自学能力，团队精神及抗压能力。&&4、三年以上的Java开发应用经验，掌握JSDK，J2EE的相关知识，精通JAVA、JSP、SERVERLET编程，熟悉多线程编程，熟练掌握AJAX，jquery。&&5 、熟练掌握JAVASCRIPT脚本编写，了解XML，XSLT, CSS的相关知识。&&6 、掌握数据库的相关知识，熟悉SQLSERVER及ORACLE，具备SQL、触发器、函数、存储过程的编写能力。&&7、具有一定的文档编写能力，了解UML。&&8、熟悉基本网络设置，能够应用多种操作系统（WINDOWS,LINUX等），熟悉RESIN,TOMCAT等中间件的使用。&&薪酬福利：&&1、提供有竞争力的薪资，执行相对公平合理的绩效政策和薪酬结构；&&2、其他福利：美味三餐、各种补贴、生日和节日福利、年休、优秀员工出国旅游等；&&3、作息时间：每天八小时工作制（9:00-18:00，午休1小时），双休+国家法定节假日+带薪假期。&&在泛微：&&我们比创业者团队多一份专业与自信&&我们比职业经理人多一份执着与热忱&&你的激情，我们弥足珍贵；&&你的创新，我们倍感珍惜；&&你对我们的价值远远不止技术，更希望你能成为我们产品的灵魂工程师，成为我们用户习惯的引导者，成为充满代码艺术幻想的实践者；&&每天，平均有5家以上的企业启用泛微的协同办公产品；&&每周，平均有9家以上使用泛微协同办公产品的客户顺利验收；&&每月，至少推出1个新的产品功能，建立客户导向的卓越技术品管体系；&&每年，保持业绩增长势头，全力实现我们的规划目标。&&泛微，对客户、对服务、对技术、对产品、对员工、对所有的一切，始终坚持实事求是，用数字说话。&&泛微现在最需要的是与你一起智创未来！即刻加入泛微，让我们携手书写OA的历史！&&"
java,上海,壹米滴答IT中心招聘,15k-30k,全职,大专及以上,经验5-10年,高级;前端开发;web前端;Java;,上海壹米滴答供应链管理有限公司,"企业服务,其他",B轮,普洛斯、源码资本、险峰长青(A轮)，鼎晖投资领投，普洛斯、源码资本、险峰长青、拓锋投资、GVC(B轮)，凯辉基金领投， A轮投资方源码资本、普洛斯、险峰长青(A轮),http://www.yimidida.com,"新机遇,新挑战,弹性工作制,帅哥美女多","岗位描述：&&1）负责公司相关平台的前端UI与交互开发，前端技术可行性评估，确保在不同平台、设备、浏览器上均拥有优质的用户体验；&&2）负责前端性能优化，实现极致的Web加载、执行和渲染时间；&&3）参与design & code review，指导组内工程师，负责基于框架的模块抽象开发；&&4）负责制定前端Code规范 (HTML/CSS规范、JavaScript规范、Web组件规范)，能够和产品及UED团队一起制定产品的设计规范和JS开发框架建设工作；&&任职要求：&&1) 大专以上，计算机等相关专业，有五年以上前端开发经验；熟悉精通W3C标准及规范、 HTML5、CSS3、JavaScript、Ajax等Web前端开发新技术，能够快速解决各个浏览器的兼容问题；&&2) 能保证js代码的浏览器兼容性， 熟悉原生javascript， 熟悉AngularJS，jQuery、zepto,bootstrap等框架，精通某一框架，并且对于建立自已js框架有自己的想法优先；&&3) 熟悉Web前端MVC架构和各种层次分离结构，较好的代码习惯，结构语义良好清晰，命名规范，逻辑性强，代码冗余率低，对规划整站模块，html、css、image模块化布局设计工作经验者优先；&&4）能对前端进行性能调优，熟练运用前端开发工具，深刻理解HTTP协议，快速理解业务，熟悉新技术，热爱编码，追求极致。&&5) 有微信及移动开发经验，对后台开发工具及语言有大致的了解。&&"
JAVA开发工程师,北京,好未来集团总部招聘,20k-40k,全职,本科及以上,经验3-5年,Java;大数据;C++;,北京世纪好未来教育科技有限公司,"移动互联网,教育",上市公司,2000人以上,http://www.100tal.com/,"上市公司,大牛团队,晋升空间大,弹性工作制",岗位职责：&&1、 根据需求和总体设计对服务器端核心模块与逻辑设计及实现&&2、 代码测试与维护&&3、 相关产品的需求分析，部分模块实现、优化及文档编写等工作&&4、 参与技术的跟踪调研和产品创新&&岗位要求：&&1、深刻理解计算机数据结构和算法设计，精通Java语言&&2、熟练掌握多线程并发、同步互斥等原理，能够熟练应用线程池、多线程锁等进行多线程编程&&3、了解Windows、Unix、Linux等主流操作系统原理，熟练运用系统层支持应用开发&&4、熟悉TCP/IP和Socket编程&&5、熟悉一种或多种脚本语言&&6、优秀的分析问题和解决问题的能力，勇于解决难题&&7、强烈的上进心和求知欲，较强的学习能力和沟通能力，具备良好的团队合作精神&&
Java工程师,上海,大钱信息研发部招聘,13k-18k,全职,本科及以上,经验3-5年,MySQL;支付;j2ee;大数据;Java;架构;,上海大钱信息技术有限公司,移动互联网,A轮,春山浦江(A轮),http://www.aemoney.com,"五险一金,团队活动,移动互联网,扁平化管理","岗位职责&&1. 参与支付平台的相关开发，代码编写和技术文档编写等；&&2. 根据需求，完成应用模块的分析、设计；&&3. 独立完成应用的开发任务，并优化系统程序；&&任职要求&&1. 计算机相关专业本科及以上学历，至少3年以上java开发工作经验，有springboot经验优先；&&3. 精通Java语言，对Java开源框架如spring,struts，mybatis,quartz等有应用和优化经验；&&4. 熟悉JAVA EE规范，精通面向对象分析和设计技术，包括UML建模、设计模式等，并有丰富的实践经验；&&5. 熟悉数据库（MySQL，Oracle）使用，设计，调优；&&6. 熟悉WEB相关标准（HTML、CSS、JS、HTTP）；&&7. 有大数据量、高并发系统和大型网站构建经验者优先。&&"
Java开发,上海,有鱼金融科技技术部招聘,15k-28k,全职,本科及以上,经验3-5年,Java;,上海彩亿信息技术有限公司,"移动互联网,金融",B轮,华兴、同创、上海文化产业基金、如山资本(A轮),http://www.youyuwo.com/,无限发挥空间，快来跟牛逼的团队一起战斗！,"1、参与或负责公司网站项目和产品的开发；&&2、与市场，开发，测试团队合作完成整个网站项目和产品开发周期；&&3、编写及维护软件功能规格说明书，设计及开发过程中产生的系列文档；&&4、系统架构设计和核心代码的编写；&&5、技术难点的功关，解决项目中遇到的技术难题；&&6、对外技术合作的沟通、接口的设计和主要代码的实现；&&7、完成领导安排的其他工作。&&任职资格：&&1. 计算机或相关专业本科以上学历；&&2. 3年以上的J2EE开发工作经验；精通面向对象设计思想，具有扎实的Java编程功底和良好的编码规范&&3. 精通项目开发过程中的各个阶段的任务及其输出物&&4. 精通Struts,spring,hibernate,ibatis,mina等常用框架&&5. 熟悉Tomcat、Jboss、nginx、apache等多种应用和WEB服务器的配置&&6. 有丰富的数据库设计经验，精通sql语言，并熟悉Oracle、Mysql数据库系统&&7. 对系统架构设计有一定的理解，熟练HTML语言、JavaScript脚本语言、XML语言 ，了解当前流行的javascript开源框架。&&8. 工作主动性强，耐心细致，有责任心；身体健康，能承受一定压力，有良好的沟通能力与团队合作精神。&&"
Java研发工程师,杭州,华卓科技研发部招聘,15k-25k,全职,本科及以上,经验3-5年,高级;Java;web;分布式;J2EE;springboot;,杭州华卓信息科技有限公司,"企业服务,数据服务",不需要融资,150-500人,http://www.wowjoy.cn/,"微服务,分布式,医疗信息化",岗位职责：&&1、从事Java Web 项目研发；&&2、参与公司新项目的研发和需求分析、设计和编写技术文档；&&3、解决项目研发过程中遇到的实际问题。&&任职要求：&&1、具备扎实的Java技术基础，精通集合、多线程、NIO等相关技术；&&2、精通Spring、Spring MVC、Mybatis等框架，了解其实现和原理；&&3、熟练使用MySQL、Oracle数据库；&&4、熟悉springcloud、Dubbo等分布式服务框架，有实际项目经验；&&5、熟悉Redis、Memcached或Ehcache等缓存系统，有实际开发经验；&&6、熟悉消息队列，理解RabbitMQ或ActiveMQ的原理和实现，有实际开发经验；&&7、熟悉JavaScript、jQuery等相关技术；&&8、具备较强的沟通能力以及团队协作精神。&&加入我们，您能拥有：――在有着Facebook一样企业文化的团队工作；――市场上极具竞争力的薪酬体系，让您可以为了理想而奋斗；――完善的假期组合：双休、带薪年假，法定假期，工作时间:9:00-18:00，您能很好的平衡生活和工作，带着快乐的心情工作；――优厚的福利体系：五险一金、节假日福利(春节、端午节、中秋节、3.8女人节、生日等)、定期体检、定期聚会、旅游等等，各种福利，您心动吗？――每位新员工都有一对一的导师带领和培养；――良好的晋升机会：内部转职（横向发展）、纵向提升，为您开启宽阔的职业发展空间。&&
Java,杭州,达西科技技术部招聘,15k-30k,全职,本科及以上,经验3-5年,Java;,杭州达西科技有限公司,电子商务,不需要融资,50-150人,http://www.topchitu.com,技术挑战大 工作氛围好 弹性工作制,职位职责&&项目架构与实现；&&设计评审与代码评审；&&带领团队，提升团队的整体能力&&职位要求&&3年以上 Java 、J2EE项目经验；&&MySQL 查询优化经验；&&熟练使用 MySQL 锁、事务；&&算法与数据结构；&&Java 并发编程，线程池，并发库；&&良好的分析问题和解决问题的能力&&个人素质&&工作认真、踏实，责任心强，有团队协作精神&&
Java开发工程师,南京,Trusfort芯盾时代研发部招聘,15k-25k,全职,本科及以上,经验3-5年,银行;软件开发;Java;,北京芯盾时代科技有限公司,"移动互联网,信息安全",B轮,红点等(天使轮),http://www.trusfort.com,"五险一金,工作居住证,带薪年假,员工旅游","工作职责：&&1、 参与核心系统的开发技术支持工作&&2、 负责系统在客户侧的实施部署和上线支持工作&&3、 快速实现功能并保证代码质量&&4、 保障系统稳定运行&&任职资格：&&1、3年以上使用J2EE开发经验，JAVA基础扎实，理解IO、多线程、基础框架，对JVM原理有一定的了解&&2、熟悉Spring、SpringMVC、MyBatis服务框架等、了解其原理和实现机制&&3、熟悉SQL、了解Mysql/Oracle/DB2等数据库，了解Redis/Memcache等NoSQL数据库&&4、熟悉Linux操作系统常用命令,熟悉tomcat、weblogic、websphere等web中间件&&5、思路清晰、善于思考、能独立分析和解决问题&&6、熟悉软件工程、编程规范、有过程控制意识，有敏捷开发经验者优先&&7、善于学习和与人沟通，为人正直、诚信，有较强的事业心，具有分析、解决应用问题的能力&&8、具有良好的系统分析、架构设计能力，熟悉软件系统分析/设计的方法论，并有丰富的实践经验&&9、具有深厚算法及数据结构知识优先&&10、具有互联网金融、软件安全背景者优先&&11、有银行业务系统开发经验者优先&&12、需出差，非长期，从POC部署至系统上线，1月左右，周末可回。&&"
Java开发工程师,上海,江苏亿科达海万信息科技招聘,10k-15k,全职,本科及以上,经验3-5年,Java;MySQL;PostgreSQL;redis;,上海海万信息科技股份有限公司,"移动互联网,金融",不需要融资,500-2000人,http://www.hiiso.com,"五险一金,年终奖,体检旅游,过节费",工作职责：&&1、独立分析以及带领他人完成业务需求的技术方案设计与实施；&&2、负责系统后台基础服务功能的设计与开发；&&3、分析定位以及解决日常工作中遇到的系统问题；&&4、技术研究与学习，可以为团队系统架构提出建设性意见以及优化方案。&&应聘要求：&&1、学位、专业；本科以上学历，计算机专业优先&&2、工作经验：3年以上工作经验&&3、专业技能：熟悉J2EE架构，熟练运用spring，mybatis等主流开发架构；有数据库设计相关经验，熟练应用主流关系型如oralce、mysql，对Redis、Memcache等缓存数据库以及MongoDb、Hbase有一定的了解；了解分布式及高可靠架构，了解常用消息中间（ActiveMQ，RabbitMQ等），服务框架（如dubbo等），对微服务有一定了解与应用；热爱工作，热爱专研业界相关主流技术。&&4、基本能力；有较强的沟通和理解能力，责任心强.&&
JAVA开发工程师,厦门,咪咕次元事业部招聘,15k-30k,全职,本科及以上,经验3-5年,资深;高级;后端开发;信息安全;Java;,咪咕文化科技有限公司,"移动互联网,文化娱乐",不需要融资,2000人以上,http://www.migu.cn/,"高薪,高福利,高颜值","岗位职责：&&1.负责软件需求设计、详细设计、编码、单元测试等开发活动；&&2.界定软件系统的工作范围、潜在风险、所需资源、工作计划、任务列表、里程碑等项目管理工作；&&3.组织相关产品/组件的开发和测试工作，保证代码的高质量、稳定性与高性能；&&4.技术难点的攻克,负责核心代码的开发；&&5.负责相关产品/组件的代码安全，合理分配代码操作权限；&&6.负责自身团队的各种培训、技术指导；&&7.跟踪相关技术领域和业务领域的发展趋势，保持在业界的领先水平。&&任职资格：&&1.熟练掌握java编程语言，具备良好的编码、文档撰写能力&&2.具备较强的软件框架及数据库设计能力&&3.熟悉网络通信的基本原理&&4.熟练掌握java常用开源框架，熟悉常用前端js框架&&5.熟练掌握oracle数据库，熟练掌握redis&&6.熟悉运用开发管理工具，提升开发工作的质量和效率，规避系统开发执行过程中的潜在风险，注重代码质量,确保系统开发产出的按时提交&&7.有内容同步设计经验、app服务架构经验优先，有良好开源作品优先&&8.全日制本科及以上学历，计算机、电子、软件、通讯相关专业毕业&&"
JAVA研发,上海,泛微招聘,12k-15k,全职,本科及以上,经验1-3年,全栈;Java;,上海泛微网络科技股份有限公司,"移动互联网,企业服务",上市公司,2000人以上,http://www.weaver.com.cn,免费三餐、半年调薪 、国外旅游、环境nice,1、后台部分的开发与设计&&2、后台数据库的设计及维护&&岗位要求：&&1、2年以上开发经验&&2、熟悉基于Struts和Ibatis或者Hibernate的J2EE应用平台架构，熟练使用Spring等框架&&3、熟悉Oracle、MySql等数据库&&4、有银行、基金、证券、保险等金融业软件开发维护经验优先，有服务器和数据库优化经验者优先。&&5、有强烈的责任心，优秀的表达能力及沟通能力；&&6、熟悉软件技术文档的编写，具备良好的文档编制习惯和规范的代码书写&&7、有较强的学习和理解能力，思路清晰，善于思考，能独立分析和解决问题；&&【你关心的，我们懂】&&网传程序猿是高危行业，来泛微，不必担心！程序猿要高薪，更要健康！！&&薪资待遇――让你愉快的买买买，有钱，就是这么任性！&&精美三餐――拒绝千篇一律的快餐盒饭，拒绝新鲜打折的自带便当，拒绝街边小店的卫生堪忧，一日三餐营养均衡，我们比千里之外的双亲更能关怀到你的健康。&&每年至少一次国内外畅游――除了风情新马泰，时尚欧美灵魂尼泊尔浪漫马代都在我们的Plan A中。&&员工关怀活动――他们都在意你飞得高不高，而我们在乎的，是你飞得累不累。&&梦想――人要是没有梦想，那和咸鱼有什么分别！携手同样有梦想的你走这一程，让我们离梦想更近一步。&&价值――拥有你，就像拥有一座潜力无限的金矿，你的过往价值我们如获至宝，你的未来价值我们拭目以待。&&专业――十三年孜孜不倦，十三年持续专注，行业内知名专家团队，头脑风暴活学活用。&&千里马常有，伯乐不常有。我们有颗做伯乐的心，欢迎更多的千里马来加入！&&如果你年轻肯努力，敢想敢拼，希望不断进步；&&如果你想享受积极的工作氛围，激情的团队合作和多多的公司福利；&&如果你了解泛微，了解OA，有管理软件项目相关工作经验；&&请随时联系我们，泛微永远欢迎你！&&薪酬福利：&&1、提供有竞争力的薪资，执行相对公平合理的绩效政策和薪酬结构；&&2、其他福利：美味三餐、各种补贴、生日和节日福利、年休、优秀员工出国旅游等；&&3、作息时间：每天八小时工作制（9:00-18:00，午休1小时），双休+国家法定节假日。&&我们的诚意：&&-免费提供一日三餐，独立员工食堂，专业大厨亲自掌勺，保证膳食均衡；&&-转正既有年假，每年两次加薪机会，年终Bonus，那是必须的！&&-每月绩效奖金+研发奖金，用工资条上的数字体现你的技术和实力；&&-和你的付出相符的薪水；&&-每年一次国内旅游，优秀员工国外旅游，去年塞班岛，今年巴厘岛；&&-每年一次全面体检，关爱你的健康；&&-员工活动室（乒乓球、桌球），篮球场、浦东羽毛球馆常年场地，均免费；&&-安全舒适人体工学椅，时刻保护你的肩颈和腰椎；&&-每月至少一次团建，餐后水果，零食茶点免费供应；&&
Java,青岛,北京盛安德青岛分公司招聘,10k-15k,全职,本科及以上,经验3-5年,Java;MySQL;,北京盛安德科技发展有限公司,"移动互联网,企业服务",不需要融资,150-500人,http://www.shinetechchina...,弹性工作不打卡；专业开发团队；,"1) 4年以上java开发经验；&&2) 扎实的JAVA语言基础，熟悉开源框架(Spring, Hibernate)；&&3) 熟悉MySQL数据库，MongoDB数据库, 熟悉linux环境；&&4) 熟悉Webservice；&&5) 熟练的英文读写能力，四级以上或同等水平；口语能力者优先；&&6) 了解敏捷开发, 热爱开发工作，技术钻研；&&7) 熟悉 Amazon AWS, elasticsearch者优先；&&8) 技术及英文能力强者薪资可更高；&&"
Java开发工程师,上海,小狗在家招聘,10k-20k,全职,大专及以上,经验3-5年,高级;中级;web;信息安全;Java;,上海乙豆信息科技有限公司,"移动互联网,O2O",A轮,坚果资本(A轮),http://www.viptail.com,股权期权、可带宠物上班、团队好,职位描述：&&1.与研发经理、产品经理、架构师等人员讨论产品方向；&&2.参与公司产品的架构优化，性能优化并辅助其他模块进行技术实现；&&3.掌握需求内容，积极响应客户需求并进行开发/定制化开发和交付，并能够评估开发工作量；&&4.在项目时间内，按照需求与前端开发工程师协同完成后端设计、开发工作；&&5.协助测试完成测试工作，包括部署、修改BUG等；&&6.系统上线部署，并在线上运行期间做好系统运维工作，时刻关注性能、网络安全、扩展性。&&岗位要求:&&1.具有3年以上Java开发经验，掌握JSDK，J2EE的相关知识，java 基础扎实，熟悉分布式研发，熟悉j2ee及主流开源架构。数据库基础扎实；具有较强的业务应用系统设计能力；沟通良好，抗压能力强；学习能力强；&&2.熟练掌握面向对象、MVC、模块化编程思想；&&3.精通Spring、Mybatis、Velocity、Redis/Memcached、Mysql等技术，掌握一定前端技术（Javascript/CSS）开发；&&4.熟悉高并发、分布式、高负载、缓存方面的技术，具有一定相关开发经验；&&5.了解移动端、交易、用户、商品系统者优先。&&6.有社区，电商类产品开发经验优先。&&各位童鞋请注意，我们是一家创业公司，需要招募的是创业的小伙伴，如果只想拿一份工资，朝九晚五，我们很不适合你，如果想要做一番事业，这里有大把的机会等着你，爱拼你就来。&&
Java开发工程师,杭州,远传技术创新业务事业部招聘,10k-20k,全职,本科及以上,经验5-10年,高级;后端开发;Java;架构;,浙江远传信息技术股份有限公司,移动互联网,上市公司,浙江远传成功挂牌新三板，打造客户行业龙头，股票代码834841(上市公司),http://www.utry.cn,"五险一金,餐补,年终奖金,定期体检",工作职责：&&1.理解业务，并进行需求评估、拆解和系统设计；&&2.技术框架、核心组件等关键代码的编写；&&3.攻克技术难关，保障平台的高性能和稳定性。&&任职资格：&&1.有5年以上JAVA 开发工作经验，热爱软件开发；&&2.经历过初创型互联网项目或团队，有众包平台实际工作经历优先；&&3.对产品的开发管控有一定程度掌握；&&4.有项目开发小组团队管理经验者优先；&&5.对新事务的探究具有强烈好奇心，能适应较大的工作压力，具备良好的团队精神和敬业精神；&&6.工作地点滨江与城北皆可。&&
Java开发工程师,郑州,文思海辉BG1招聘,10k-15k,全职,学历不限,经验3-5年,高级;Java;web;js;JavaScript;,文思海辉技术有限公司,"移动互联网,数据服务",上市公司,2000人以上,http://www.pactera.com,"六险一金,弹性工作制",1、3年以上Java开发经验，对Java语言和面向对象技术有扎实的功底；2、熟悉Java Web应用开发，有主流开发框架spring、mybatis、osgi、freemarker使用经验；3、熟悉html、javascript、css等前端技术，有JQuery、Bootstrap、echarts、highcharts、Vue等前端框架使用经验；4、熟悉oracle、postgesql、mysql等常用数据库，有扎实的sql语言功底；5、具备良好的编程习惯，有文档写作、程序设计的能力；6、要求能够适应短期出差的工作性质&&
Java开发,上海,上海傲梦网络科技有限公司技术部招聘,15k-25k,全职,本科及以上,经验3-5年,Java;,上海傲梦网络科技有限公司,教育,A轮,50-150人,http://www.all-dream.com,弹性工作,"岗位职责：1、使用JAVA语言开发公司产品2、负责公司现有网页端产品的开发和优化3、为公司的网页端产品解决方案提供技术支持4、提供高质量的代码及完整的结构化文档5、保持和产品经理、技术经理的紧密合作，根据他们的需求提供解决方案岗位要求：1、3-5年以上工作经验2、精通spring mvc ,hibernate或mybatis等后端框架3、熟悉MySQL等常规数据库，能熟练编写存储过程、触发器，并能根据要求做性能优化；4、熟练运用Servlet/JSP/, html/html5/JS/CSS/AJAX等前端开发工作；&&5、熟悉linux脚本操作；&&6、有很强的学习能力，善于分析思考问题；有规范化、标准化的代码编写习惯和良好的技术文档习惯；7、有主动性和上进心，能承担压力，耐心细致，有责任心；既具有团队合作精神， 也具备独立作战能力，能适应创业公司的企业文化和工作氛围。&&"
